"","Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id","pid_proteins$Gene.proteins.secondaryIdentifier"
"2579","YOL145C","Ctr9p","PS50005",462,495,"PROSITE",1974315,"YOL145C"
"2580","YOL145C","Ctr9p","PS50005",664,697,"PROSITE",1974316,"YOL145C"
"2581","YOL145C","Ctr9p","PS50005",731,764,"PROSITE",1974317,"YOL145C"
"2582","YOL145C","Ctr9p","PS50005",768,801,"PROSITE",1974318,"YOL145C"
"2583","YOL145C","Ctr9p","PS50293",56,89,"PROSITE",1974319,"YOL145C"
"2584","YOL145C","Ctr9p","PS50293",183,251,"PROSITE",1974320,"YOL145C"
"2585","YOL145C","Ctr9p","PS50293",338,405,"PROSITE",1974321,"YOL145C"
"2586","YOL145C","Ctr9p","PS50293",462,534,"PROSITE",1974322,"YOL145C"
"2587","YOL145C","Ctr9p","PS50293",680,731,"PROSITE",1974323,"YOL145C"
"2588","YOL145C","Ctr9p","PS50293",731,801,"PROSITE",1974324,"YOL145C"
"2589","YOL145C","Ctr9p","SM00028",56,89,"SMART",1974326,"YOL145C"
"2590","YOL145C","Ctr9p","SM00028",183,216,"SMART",1974327,"YOL145C"
"2591","YOL145C","Ctr9p","SM00028",218,251,"SMART",1974328,"YOL145C"
"2592","YOL145C","Ctr9p","SM00028",338,371,"SMART",1974329,"YOL145C"
"2593","YOL145C","Ctr9p","SM00028",462,495,"SMART",1974330,"YOL145C"
"2594","YOL145C","Ctr9p","SM00028",501,534,"SMART",1974331,"YOL145C"
"2595","YOL145C","Ctr9p","SM00028",731,764,"SMART",1974332,"YOL145C"
"2596","YOL145C","Ctr9p","SM00028",768,801,"SMART",1974333,"YOL145C"
"2597","YOL145C","Ctr9p","SSF48452",53,160,"SUPERFAMILY",1974334,"YOL145C"
"2598","YOL145C","Ctr9p","SSF48452",436,623,"SUPERFAMILY",1974335,"YOL145C"
"2599","YOL145C","Ctr9p","SSF48452",678,857,"SUPERFAMILY",1974336,"YOL145C"
"2600","YOL148C","Spt20p","G3DSA:2.130.10.10",58,460,"GENE3D",1970479,"YOL148C"
"2601","YOR007C","Sgt2p","G3DSA:1.25.40.10",168,294,"GENE3D",1982540,"YOR007C"
"2602","YOR007C","Sgt2p","PF00515",171,203,"Pfam",1982541,"YOR007C"
"2603","YOR007C","Sgt2p","PS50005",102,135,"PROSITE",1982544,"YOR007C"
"2604","YOR007C","Sgt2p","PS50005",136,169,"PROSITE",1982545,"YOR007C"
"2605","YOR007C","Sgt2p","PS50005",170,203,"PROSITE",1982546,"YOR007C"
"2606","YOR007C","Sgt2p","PS50293",102,203,"PROSITE",1982547,"YOR007C"
"2607","YOR007C","Sgt2p","SM00028",102,135,"SMART",1982550,"YOR007C"
"2608","YOR007C","Sgt2p","SM00028",136,169,"SMART",1982551,"YOR007C"
"2609","YOR007C","Sgt2p","SM00028",170,203,"SMART",1982552,"YOR007C"
"2610","YOR007C","Sgt2p","SSF48452",101,205,"SUPERFAMILY",1982553,"YOR007C"
"2611","YOR026W","Bub3p","G3DSA:2.130.10.10",1,333,"GENE3D",1951413,"YOR026W"
"2612","YOR026W","Bub3p","PF00400",253,279,"Pfam",1951414,"YOR026W"
"2613","YOR026W","Bub3p","PS50082",254,288,"PROSITE",1951415,"YOR026W"
"2614","YOR026W","Bub3p","PS50294",247,288,"PROSITE",1951416,"YOR026W"
"2615","YOR026W","Bub3p","SM00320",1,39,"SMART",1951419,"YOR026W"
"2616","YOR026W","Bub3p","SM00320",46,85,"SMART",1951420,"YOR026W"
"2617","YOR026W","Bub3p","SM00320",88,128,"SMART",1951421,"YOR026W"
"2618","YOR026W","Bub3p","SM00320",231,279,"SMART",1951422,"YOR026W"
"2619","YOR026W","Bub3p","SSF50978",2,318,"SUPERFAMILY",1951423,"YOR026W"
"2620","YOR027W","Sti1p","G3DSA:1.25.40.10",51,81,"GENE3D",1946693,"YOR027W"
"2621","YOR027W","Sti1p","G3DSA:1.25.40.10",82,129,"GENE3D",1946694,"YOR027W"
"2622","YOR027W","Sti1p","G3DSA:1.25.40.10",291,354,"GENE3D",1946695,"YOR027W"
"2623","YOR027W","Sti1p","G3DSA:1.25.40.10",391,448,"GENE3D",1946696,"YOR027W"
"2624","YOR027W","Sti1p","PF00515",75,106,"Pfam",1946697,"YOR027W"
"2625","YOR027W","Sti1p","PF00515",430,463,"Pfam",1946698,"YOR027W"
"2626","YOR027W","Sti1p","PF13181",11,36,"Pfam",1946699,"YOR027W"
"2627","YOR027W","Sti1p","PF13181",337,363,"Pfam",1946700,"YOR027W"
"2628","YOR027W","Sti1p","PS50005",5,38,"PROSITE",1946701,"YOR027W"
"2629","YOR027W","Sti1p","PS50005",40,73,"PROSITE",1946702,"YOR027W"
"2630","YOR027W","Sti1p","PS50005",74,107,"PROSITE",1946703,"YOR027W"
"2631","YOR027W","Sti1p","PS50005",262,295,"PROSITE",1946704,"YOR027W"
"2632","YOR027W","Sti1p","PS50005",336,369,"PROSITE",1946705,"YOR027W"
"2633","YOR027W","Sti1p","PS50005",396,429,"PROSITE",1946706,"YOR027W"
"2634","YOR027W","Sti1p","PS50005",430,463,"PROSITE",1946707,"YOR027W"
"2635","YOR027W","Sti1p","PS50293",5,107,"PROSITE",1946708,"YOR027W"
"2636","YOR027W","Sti1p","PS50293",262,295,"PROSITE",1946709,"YOR027W"
"2637","YOR027W","Sti1p","PS50293",295,363,"PROSITE",1946710,"YOR027W"
"2638","YOR027W","Sti1p","PS50293",362,497,"PROSITE",1946711,"YOR027W"
"2639","YOR027W","Sti1p","SM00028",5,38,"SMART",1946714,"YOR027W"
"2640","YOR027W","Sti1p","SM00028",40,73,"SMART",1946715,"YOR027W"
"2641","YOR027W","Sti1p","SM00028",74,107,"SMART",1946716,"YOR027W"
"2642","YOR027W","Sti1p","SM00028",262,295,"SMART",1946717,"YOR027W"
"2643","YOR027W","Sti1p","SM00028",296,328,"SMART",1946718,"YOR027W"
"2644","YOR027W","Sti1p","SM00028",336,369,"SMART",1946719,"YOR027W"
"2645","YOR027W","Sti1p","SM00028",396,429,"SMART",1946720,"YOR027W"
"2646","YOR027W","Sti1p","SM00028",430,463,"SMART",1946721,"YOR027W"
"2647","YOR027W","Sti1p","SM00028",464,497,"SMART",1946722,"YOR027W"
"2648","YOR027W","Sti1p","SSF48452",5,118,"SUPERFAMILY",1946725,"YOR027W"
"2649","YOR027W","Sti1p","SSF48452",261,384,"SUPERFAMILY",1946726,"YOR027W"
"2650","YOR027W","Sti1p","SSF48452",394,496,"SUPERFAMILY",1946727,"YOR027W"
"2651","YOR034C","Akr2p","PS50088",83,115,"PROSITE",1981998,"YOR034C"
"2652","YOR034C","Akr2p","PS50088",117,149,"PROSITE",1981999,"YOR034C"
"2653","YOR034C","Akr2p","PS50088",189,221,"PROSITE",1982000,"YOR034C"
"2654","YOR034C","Akr2p","PS50088",222,254,"PROSITE",1982001,"YOR034C"
"2655","YOR034C","Akr2p","SM00248",49,79,"SMART",1982006,"YOR034C"
"2656","YOR034C","Akr2p","SM00248",83,112,"SMART",1982007,"YOR034C"
"2657","YOR034C","Akr2p","SM00248",117,146,"SMART",1982008,"YOR034C"
"2658","YOR034C","Akr2p","SM00248",150,179,"SMART",1982009,"YOR034C"
"2659","YOR034C","Akr2p","SM00248",189,218,"SMART",1982010,"YOR034C"
"2660","YOR034C","Akr2p","SM00248",222,251,"SMART",1982011,"YOR034C"
"2661","YOR038C","Hir2p","G3DSA:2.130.10.10",3,237,"GENE3D",1953680,"YOR038C"
"2662","YOR038C","Hir2p","G3DSA:2.130.10.10",238,739,"GENE3D",1953681,"YOR038C"
"2663","YOR038C","Hir2p","PS50294",296,359,"PROSITE",1953683,"YOR038C"
"2664","YOR038C","Hir2p","SSF50978",21,210,"SUPERFAMILY",1953688,"YOR038C"
"2665","YOR038C","Hir2p","SSF50978",250,354,"SUPERFAMILY",1953689,"YOR038C"
"2666","YOR042W","Cue5p","PF02845",100,139,"Pfam",1981118,"YOR042W"
"2667","YOR042W","Cue5p","PS51140",97,140,"PROSITE",1981119,"YOR042W"
"2668","YOR042W","Cue5p","SM00546",97,139,"SMART",1981122,"YOR042W"
"2669","YOR042W","Cue5p","SSF46934",90,140,"SUPERFAMILY",1981123,"YOR042W"
"2670","YOR051C","Ett1p","G3DSA:1.25.40.10",122,410,"GENE3D",1981127,"YOR051C"
"2671","YOR051C","Ett1p","PF12753",1,410,"Pfam",1981128,"YOR051C"
"2672","YOR051C","Ett1p","PTHR28290",1,411,"PANTHER",1981129,"YOR051C"
"2673","YOR057W","Sgt1p","G3DSA:1.25.40.10",5,140,"GENE3D",1981152,"YOR057W"
"2674","YOR057W","Sgt1p","SSF48452",10,144,"SUPERFAMILY",1981160,"YOR057W"
"2675","YOR080W","Dia2p","G3DSA:1.25.40.10",12,176,"GENE3D",1981197,"YOR080W"
"2676","YOR080W","Dia2p","PF00646",209,240,"Pfam",1981200,"YOR080W"
"2677","YOR080W","Dia2p","PS50181",204,251,"PROSITE",1981201,"YOR080W"
"2678","YOR080W","Dia2p","PS50293",15,48,"PROSITE",1981202,"YOR080W"
"2679","YOR080W","Dia2p","PS50293",78,145,"PROSITE",1981203,"YOR080W"
"2680","YOR080W","Dia2p","PS51450",482,503,"PROSITE",1981204,"YOR080W"
"2681","YOR080W","Dia2p","PS51450",511,532,"PROSITE",1981205,"YOR080W"
"2682","YOR080W","Dia2p","PS51450",552,572,"PROSITE",1981206,"YOR080W"
"2683","YOR080W","Dia2p","PS51450",647,669,"PROSITE",1981207,"YOR080W"
"2684","YOR080W","Dia2p","SM00256",210,251,"SMART",1981208,"YOR080W"
"2685","YOR080W","Dia2p","SSF48452",19,149,"SUPERFAMILY",1981212,"YOR080W"
"2686","YOR080W","Dia2p","SSF81383",203,274,"SUPERFAMILY",1981216,"YOR080W"
"2687","YOR138C","Rup1p","SSF46934",2,42,"SUPERFAMILY",1983220,"YOR138C"
"2688","YOR178C","Gac1p","PF03370",239,359,"Pfam",1951787,"YOR178C"
"2689","YOR178C","Gac1p","PS51159",235,360,"PROSITE",1951788,"YOR178C"
"2690","YOR212W","Ste4p","G3DSA:2.130.10.10",27,419,"GENE3D",1947578,"YOR212W"
"2691","YOR212W","Ste4p","PF00400",84,120,"Pfam",1947579,"YOR212W"
"2692","YOR212W","Ste4p","PF00400",175,208,"Pfam",1947580,"YOR212W"
"2693","YOR212W","Ste4p","PF00400",214,256,"Pfam",1947581,"YOR212W"
"2694","YOR212W","Ste4p","PF00400",382,419,"Pfam",1947582,"YOR212W"
"2695","YOR212W","Ste4p","PS50082",88,129,"PROSITE",1947594,"YOR212W"
"2696","YOR212W","Ste4p","PS50082",177,217,"PROSITE",1947595,"YOR212W"
"2697","YOR212W","Ste4p","PS50082",266,307,"PROSITE",1947596,"YOR212W"
"2698","YOR212W","Ste4p","PS50082",387,419,"PROSITE",1947597,"YOR212W"
"2699","YOR212W","Ste4p","PS50294",88,423,"PROSITE",1947598,"YOR212W"
"2700","YOR212W","Ste4p","SM00320",81,120,"SMART",1947601,"YOR212W"
"2701","YOR212W","Ste4p","SM00320",123,162,"SMART",1947602,"YOR212W"
"2702","YOR212W","Ste4p","SM00320",170,208,"SMART",1947603,"YOR212W"
"2703","YOR212W","Ste4p","SM00320",211,256,"SMART",1947604,"YOR212W"
"2704","YOR212W","Ste4p","SM00320",259,298,"SMART",1947605,"YOR212W"
"2705","YOR212W","Ste4p","SM00320",332,377,"SMART",1947606,"YOR212W"
"2706","YOR212W","Ste4p","SM00320",380,419,"SMART",1947607,"YOR212W"
"2707","YOR212W","Ste4p","SSF50978",52,314,"SUPERFAMILY",1947608,"YOR212W"
"2708","YOR212W","Ste4p","SSF50978",350,419,"SUPERFAMILY",1947609,"YOR212W"
"2709","YOR229W","Wtm2p","G3DSA:2.130.10.10",53,450,"GENE3D",1982978,"YOR229W"
"2710","YOR229W","Wtm2p","PS50294",256,327,"PROSITE",1982979,"YOR229W"
"2711","YOR229W","Wtm2p","SM00320",234,273,"SMART",1982982,"YOR229W"
"2712","YOR229W","Wtm2p","SM00320",277,318,"SMART",1982983,"YOR229W"
"2713","YOR229W","Wtm2p","SM00320",340,380,"SMART",1982984,"YOR229W"
"2714","YOR229W","Wtm2p","SSF50978",73,109,"SUPERFAMILY",1982985,"YOR229W"
"2715","YOR229W","Wtm2p","SSF50978",199,452,"SUPERFAMILY",1982986,"YOR229W"
"2716","YOR230W","Wtm1p","G3DSA:2.130.10.10",317,436,"GENE3D",1983803,"YOR230W"
"2717","YOR230W","Wtm1p","PS50294",233,304,"PROSITE",1983805,"YOR230W"
"2718","YOR230W","Wtm1p","SM00320",211,250,"SMART",1983808,"YOR230W"
"2719","YOR230W","Wtm1p","SM00320",254,295,"SMART",1983809,"YOR230W"
"2720","YOR230W","Wtm1p","SM00320",317,357,"SMART",1983810,"YOR230W"
"2721","YOR230W","Wtm1p","SSF50978",180,433,"SUPERFAMILY",1983811,"YOR230W"
"2722","YOR249C","Apc5p","G3DSA:1.25.40.10",301,651,"GENE3D",1981330,"YOR249C"
"2723","YOR261C","Rpn8p","PF01398",5,116,"Pfam",1981381,"YOR261C"
"2724","YOR261C","Rpn8p","SM00232",7,142,"SMART",1981385,"YOR261C"
"2725","YOR269W","Pac1p","G3DSA:2.130.10.10",122,273,"GENE3D",1963997,"YOR269W"
"2726","YOR269W","Pac1p","G3DSA:2.130.10.10",415,493,"GENE3D",1963998,"YOR269W"
"2727","YOR269W","Pac1p","PF00400",244,283,"Pfam",1964002,"YOR269W"
"2728","YOR269W","Pac1p","PF00400",288,321,"Pfam",1964003,"YOR269W"
"2729","YOR269W","Pac1p","PF00400",330,385,"Pfam",1964004,"YOR269W"
"2730","YOR269W","Pac1p","PF00400",408,443,"Pfam",1964005,"YOR269W"
"2731","YOR269W","Pac1p","PS50082",249,292,"PROSITE",1964012,"YOR269W"
"2732","YOR269W","Pac1p","PS50082",413,452,"PROSITE",1964013,"YOR269W"
"2733","YOR269W","Pac1p","PS50294",249,452,"PROSITE",1964014,"YOR269W"
"2734","YOR269W","Pac1p","SM00320",144,183,"SMART",1964017,"YOR269W"
"2735","YOR269W","Pac1p","SM00320",187,235,"SMART",1964018,"YOR269W"
"2736","YOR269W","Pac1p","SM00320",242,283,"SMART",1964019,"YOR269W"
"2737","YOR269W","Pac1p","SM00320",286,323,"SMART",1964020,"YOR269W"
"2738","YOR269W","Pac1p","SM00320",326,386,"SMART",1964021,"YOR269W"
"2739","YOR269W","Pac1p","SM00320",406,443,"SMART",1964022,"YOR269W"
"2740","YOR269W","Pac1p","SM00320",446,493,"SMART",1964023,"YOR269W"
"2741","YOR269W","Pac1p","SSF50978",142,489,"SUPERFAMILY",1964026,"YOR269W"
"2742","YOR272W","Ytm1p","G3DSA:2.130.10.10",250,455,"GENE3D",1982097,"YOR272W"
"2743","YOR272W","Ytm1p","PF00400",104,131,"Pfam",1982100,"YOR272W"
"2744","YOR272W","Ytm1p","PF00400",135,171,"Pfam",1982101,"YOR272W"
"2745","YOR272W","Ytm1p","PF00400",198,235,"Pfam",1982102,"YOR272W"
"2746","YOR272W","Ytm1p","PF00400",368,404,"Pfam",1982103,"YOR272W"
"2747","YOR272W","Ytm1p","PS50082",99,133,"PROSITE",1982110,"YOR272W"
"2748","YOR272W","Ytm1p","PS50082",140,180,"PROSITE",1982111,"YOR272W"
"2749","YOR272W","Ytm1p","PS50082",204,235,"PROSITE",1982112,"YOR272W"
"2750","YOR272W","Ytm1p","PS50082",283,325,"PROSITE",1982113,"YOR272W"
"2751","YOR272W","Ytm1p","PS50082",371,413,"PROSITE",1982114,"YOR272W"
"2752","YOR272W","Ytm1p","PS50294",99,413,"PROSITE",1982115,"YOR272W"
"2753","YOR272W","Ytm1p","SM00320",93,131,"SMART",1982118,"YOR272W"
"2754","YOR272W","Ytm1p","SM00320",133,171,"SMART",1982119,"YOR272W"
"2755","YOR272W","Ytm1p","SM00320",197,235,"SMART",1982120,"YOR272W"
"2756","YOR272W","Ytm1p","SM00320",276,316,"SMART",1982121,"YOR272W"
"2757","YOR272W","Ytm1p","SM00320",319,357,"SMART",1982122,"YOR272W"
"2758","YOR272W","Ytm1p","SM00320",364,404,"SMART",1982123,"YOR272W"
"2759","YOR272W","Ytm1p","SM00320",415,453,"SMART",1982124,"YOR272W"
"2760","YOR272W","Ytm1p","SSF50978",101,235,"SUPERFAMILY",1982125,"YOR272W"
"2761","YOR272W","Ytm1p","SSF50978",274,449,"SUPERFAMILY",1982126,"YOR272W"
"2762","YOR275C","Rim20p","PF13949",389,648,"Pfam",1982164,"YOR275C"
"2763","YOR290C","Snf2p","G3DSA:1.20.920.10",1243,1663,"GENE3D",1948727,"YOR290C"
"2764","YOR290C","Snf2p","PF00439",1570,1641,"Pfam",1948732,"YOR290C"
"2765","YOR290C","Snf2p","PR00503",1585,1601,"PRINTS",1948736,"YOR290C"
"2766","YOR290C","Snf2p","PR00503",1601,1619,"PRINTS",1948737,"YOR290C"
"2767","YOR290C","Snf2p","PR00503",1619,1638,"PRINTS",1948738,"YOR290C"
"2768","YOR290C","Snf2p","PS50014",1568,1638,"PROSITE",1948740,"YOR290C"
"2769","YOR290C","Snf2p","SM00297",1547,1657,"SMART",1948747,"YOR290C"
"2770","YOR290C","Snf2p","SSF47370",1544,1657,"SUPERFAMILY",1948754,"YOR290C"
"2771","YOR295W","Uaf30p","PF02201",123,193,"Pfam",1981424,"YOR295W"
"2772","YOR299W","Bud7p","G3DSA:1.25.40.10",294,651,"GENE3D",1981447,"YOR299W"
"2773","YOR299W","Bud7p","SSF48452",384,429,"SUPERFAMILY",1981451,"YOR299W"
"2774","YOR299W","Bud7p","SSF48452",602,647,"SUPERFAMILY",1981452,"YOR299W"
"2775","YOR310C","Nop58p","G3DSA:2.130.10.10",174,511,"GENE3D",1984525,"YOR310C"
"2776","YOR326W","Myo2p","PS50096",832,861,"PROSITE",1947826,"YOR326W"
"2777","YOR326W","Myo2p","SM00015",783,805,"SMART",1947831,"YOR326W"
"2778","YOR326W","Myo2p","SM00015",806,828,"SMART",1947832,"YOR326W"
"2779","YOR326W","Myo2p","SM00015",831,853,"SMART",1947833,"YOR326W"
"2780","YOR326W","Myo2p","SM00015",902,924,"SMART",1947834,"YOR326W"
"2781","YOR338W","Yor338Wp","PF04433",284,354,"Pfam",1985513,"YOR338W"
"2782","YOR338W","Yor338Wp","PS50934",266,363,"PROSITE",1985514,"YOR338W"
"2783","YOR351C","Mek1p","PF00498",47,118,"Pfam",1949828,"YOR351C"
"2784","YOR351C","Mek1p","PS50006",47,102,"PROSITE",1949831,"YOR351C"
"2785","YOR351C","Mek1p","SM00240",46,102,"SMART",1949836,"YOR351C"
"2786","YOR351C","Mek1p","SSF49879",34,120,"SUPERFAMILY",1949837,"YOR351C"
"2787","YOR353C","Sog2p","PS51450",67,88,"PROSITE",1981498,"YOR353C"
"2788","YOR353C","Sog2p","PS51450",90,111,"PROSITE",1981499,"YOR353C"
"2789","YOR353C","Sog2p","PS51450",113,134,"PROSITE",1981500,"YOR353C"
"2790","YOR353C","Sog2p","PS51450",138,159,"PROSITE",1981501,"YOR353C"
"2791","YOR353C","Sog2p","PS51450",163,183,"PROSITE",1981502,"YOR353C"
"2792","YOR359W","Vts1p","PF07647",451,507,"Pfam",1981527,"YOR359W"
"2793","YOR359W","Vts1p","SM00454",448,512,"SMART",1981530,"YOR359W"
"2794","YOR361C","Prt1p","G3DSA:2.130.10.10",230,515,"GENE3D",1941668,"YOR361C"
"2795","YOR361C","Prt1p","G3DSA:2.130.10.10",518,763,"GENE3D",1941669,"YOR361C"
"2796","YOR367W","Scp1p","PF00307",32,137,"Pfam",1981539,"YOR367W"
"2797","YOR367W","Scp1p","PS50021",26,136,"PROSITE",1981546,"YOR367W"
"2798","YOR367W","Scp1p","SM00033",28,132,"SMART",1981549,"YOR367W"
"2799","YOR371C","Gpb1p","G3DSA:2.120.10.80",268,839,"GENE3D",1981551,"YOR371C"
"2800","YOR371C","Gpb1p","SSF117281",291,315,"SUPERFAMILY",1981554,"YOR371C"
"2801","YOR371C","Gpb1p","SSF117281",347,445,"SUPERFAMILY",1981555,"YOR371C"
"2802","YOR371C","Gpb1p","SSF117281",543,613,"SUPERFAMILY",1981556,"YOR371C"
"2803","YOR371C","Gpb1p","SSF117281",709,783,"SUPERFAMILY",1981557,"YOR371C"
"2804","YOR373W","Nud1p","PS51450",501,522,"PROSITE",1953051,"YOR373W"
"2805","YOR373W","Nud1p","PS51450",544,566,"PROSITE",1953052,"YOR373W"
"2806","YOR373W","Nud1p","PS51450",567,588,"PROSITE",1953053,"YOR373W"
"2807","YOR373W","Nud1p","PS51450",589,609,"PROSITE",1953054,"YOR373W"
"2808","YOR373W","Nud1p","PS51450",621,642,"PROSITE",1953055,"YOR373W"
"2809","YOR373W","Nud1p","PS51450",643,664,"PROSITE",1953056,"YOR373W"
"2810","YOR373W","Nud1p","PS51450",719,740,"PROSITE",1953057,"YOR373W"
"2811","YOR373W","Nud1p","PS51450",768,789,"PROSITE",1953058,"YOR373W"
"2812","YOR373W","Nud1p","PS51450",793,814,"PROSITE",1953059,"YOR373W"
"2813","YPL005W","Aep3p","G3DSA:1.25.40.10",332,577,"GENE3D",1982388,"YPL005W"
"2814","YPL007C","Tfc8p","G3DSA:2.130.10.10",66,420,"GENE3D",1983549,"YPL007C"
"2815","YPL007C","Tfc8p","SSF50978",88,253,"SUPERFAMILY",1983551,"YPL007C"
"2816","YPL007C","Tfc8p","SSF50978",313,350,"SUPERFAMILY",1983552,"YPL007C"
"2817","YPL016W","Swi1p","G3DSA:2.130.10.10",579,1202,"GENE3D",1943488,"YPL016W"
"2818","YPL026C","Sks1p","G3DSA:2.130.10.10",364,491,"GENE3D",1984559,"YPL026C"
"2819","YPL045W","Vps16p","G3DSA:2.130.10.10",36,315,"GENE3D",1976021,"YPL045W"
"2820","YPL048W","Cam1p","PF02798",3,71,"Pfam",1952261,"YPL048W"
"2821","YPL048W","Cam1p","PS50404",1,78,"PROSITE",1952263,"YPL048W"
"2822","YPL084W","Bro1p","PF13949",481,702,"Pfam",1969987,"YPL084W"
"2823","YPL100W","Atg21p","G3DSA:2.130.10.10",2,82,"GENE3D",1975371,"YPL100W"
"2824","YPL100W","Atg21p","G3DSA:2.130.10.10",83,494,"GENE3D",1975372,"YPL100W"
"2825","YPL100W","Atg21p","SM00320",284,325,"SMART",1975375,"YPL100W"
"2826","YPL100W","Atg21p","SM00320",335,376,"SMART",1975376,"YPL100W"
"2827","YPL100W","Atg21p","SM00320",442,479,"SMART",1975377,"YPL100W"
"2828","YPL100W","Atg21p","SSF50978",121,179,"SUPERFAMILY",1975378,"YPL100W"
"2829","YPL100W","Atg21p","SSF50978",244,377,"SUPERFAMILY",1975379,"YPL100W"
"2830","YPL100W","Atg21p","SSF50978",437,484,"SUPERFAMILY",1975380,"YPL100W"
"2831","YPL105C","Syh1p","PF02213",151,202,"Pfam",1975355,"YPL105C"
"2832","YPL105C","Syh1p","PS50829",149,205,"PROSITE",1975356,"YPL105C"
"2833","YPL105C","Syh1p","SM00444",150,204,"SMART",1975359,"YPL105C"
"2834","YPL110C","Gde1p","PS50088",538,570,"PROSITE",1975491,"YPL110C"
"2835","YPL110C","Gde1p","PS50088",572,604,"PROSITE",1975492,"YPL110C"
"2836","YPL110C","Gde1p","SM00248",301,330,"SMART",1975498,"YPL110C"
"2837","YPL110C","Gde1p","SM00248",427,456,"SMART",1975499,"YPL110C"
"2838","YPL110C","Gde1p","SM00248",472,500,"SMART",1975500,"YPL110C"
"2839","YPL110C","Gde1p","SM00248",503,533,"SMART",1975501,"YPL110C"
"2840","YPL110C","Gde1p","SM00248",538,567,"SMART",1975502,"YPL110C"
"2841","YPL110C","Gde1p","SM00248",572,601,"SMART",1975503,"YPL110C"
"2842","YPL110C","Gde1p","SM00248",605,634,"SMART",1975504,"YPL110C"
"2843","YPL126W","Nan1p","G3DSA:2.130.10.10",19,500,"GENE3D",1975430,"YPL126W"
"2844","YPL126W","Nan1p","G3DSA:2.130.10.10",501,785,"GENE3D",1975431,"YPL126W"
"2845","YPL126W","Nan1p","PF00400",291,324,"Pfam",1975432,"YPL126W"
"2846","YPL126W","Nan1p","PS50082",293,334,"PROSITE",1975433,"YPL126W"
"2847","YPL126W","Nan1p","PS50294",293,334,"PROSITE",1975434,"YPL126W"
"2848","YPL126W","Nan1p","SM00320",245,284,"SMART",1975437,"YPL126W"
"2849","YPL126W","Nan1p","SM00320",286,325,"SMART",1975438,"YPL126W"
"2850","YPL126W","Nan1p","SM00320",592,634,"SMART",1975439,"YPL126W"
"2851","YPL126W","Nan1p","SSF50978",49,124,"SUPERFAMILY",1975440,"YPL126W"
"2852","YPL126W","Nan1p","SSF50978",182,345,"SUPERFAMILY",1975441,"YPL126W"
"2853","YPL139C","Ume1p","G3DSA:2.130.10.10",250,322,"GENE3D",1975527,"YPL139C"
"2854","YPL139C","Ume1p","G3DSA:2.130.10.10",323,451,"GENE3D",1975528,"YPL139C"
"2855","YPL139C","Ume1p","SM00320",223,262,"SMART",1975531,"YPL139C"
"2856","YPL139C","Ume1p","SM00320",266,307,"SMART",1975532,"YPL139C"
"2857","YPL139C","Ume1p","SM00320",330,370,"SMART",1975533,"YPL139C"
"2858","YPL139C","Ume1p","SM00320",403,442,"SMART",1975534,"YPL139C"
"2859","YPL139C","Ume1p","SSF50978",184,449,"SUPERFAMILY",1975535,"YPL139C"
"2860","YPL151C","Prp46p","G3DSA:2.130.10.10",308,376,"GENE3D",1984040,"YPL151C"
"2861","YPL151C","Prp46p","G3DSA:2.130.10.10",377,447,"GENE3D",1984041,"YPL151C"
"2862","YPL151C","Prp46p","PF00400",130,168,"Pfam",1984046,"YPL151C"
"2863","YPL151C","Prp46p","PF00400",173,210,"Pfam",1984047,"YPL151C"
"2864","YPL151C","Prp46p","PF00400",215,252,"Pfam",1984048,"YPL151C"
"2865","YPL151C","Prp46p","PF00400",258,294,"Pfam",1984049,"YPL151C"
"2866","YPL151C","Prp46p","PF00400",393,427,"Pfam",1984050,"YPL151C"
"2867","YPL151C","Prp46p","PS50082",135,177,"PROSITE",1984056,"YPL151C"
"2868","YPL151C","Prp46p","PS50082",178,219,"PROSITE",1984057,"YPL151C"
"2869","YPL151C","Prp46p","PS50082",220,261,"PROSITE",1984058,"YPL151C"
"2870","YPL151C","Prp46p","PS50082",262,303,"PROSITE",1984059,"YPL151C"
"2871","YPL151C","Prp46p","PS50294",135,436,"PROSITE",1984060,"YPL151C"
"2872","YPL151C","Prp46p","SM00320",128,168,"SMART",1984062,"YPL151C"
"2873","YPL151C","Prp46p","SM00320",171,210,"SMART",1984063,"YPL151C"
"2874","YPL151C","Prp46p","SM00320",213,252,"SMART",1984064,"YPL151C"
"2875","YPL151C","Prp46p","SM00320",255,294,"SMART",1984065,"YPL151C"
"2876","YPL151C","Prp46p","SM00320",297,335,"SMART",1984066,"YPL151C"
"2877","YPL151C","Prp46p","SM00320",338,377,"SMART",1984067,"YPL151C"
"2878","YPL151C","Prp46p","SM00320",389,427,"SMART",1984068,"YPL151C"
"2879","YPL151C","Prp46p","SSF50978",124,427,"SUPERFAMILY",1984069,"YPL151C"
"2880","YPL153C","Rad53p","PF00498",66,133,"Pfam",1948971,"YPL153C"
"2881","YPL153C","Rad53p","PF00498",603,680,"Pfam",1948972,"YPL153C"
"2882","YPL153C","Rad53p","PS50006",66,116,"PROSITE",1948976,"YPL153C"
"2883","YPL153C","Rad53p","PS50006",601,664,"PROSITE",1948977,"YPL153C"
