"Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id"
"YMR293C","Her2p","PTHR11895:SF104","9","462","PANTHER","1976255"
"YMR293C","Her2p","SSF75304","9","461","SUPERFAMILY","1976256"
"YMR293C","Her2p","TIGR00132","2","463","TIGRFAM","1976257"
"YMR294W","Jnm1p","PF04912","172","363","Pfam","1958305"
"YMR294W","Jnm1p","PTHR15346","172","367","PANTHER","1958306"
"YMR294W","Jnm1p","PTHR15346:SF1","172","367","PANTHER","1958307"
"YMR295C","Ymr295Cp","PF10295","49","118","Pfam","1976263"
"YMR295C","Ymr295Cp","PTHR28186","175","196","PANTHER","1976264"
"YMR296C","Lcb1p","G3DSA:3.40.640.10","144","400","GENE3D","1950070"
"YMR296C","Lcb1p","G3DSA:3.90.1150.10","401","557","GENE3D","1950071"
"YMR296C","Lcb1p","PF00155","145","545","Pfam","1950072"
"YMR296C","Lcb1p","PTHR13693","18","554","PANTHER","1950073"
"YMR296C","Lcb1p","PTHR13693:SF72","18","554","PANTHER","1950074"
"YMR296C","Lcb1p","SSF53383","143","457","SUPERFAMILY","1950075"
"YMR296C","Lcb1p","SSF53383","496","547","SUPERFAMILY","1950076"
"YMR297W","Prc1p","G3DSA:3.40.50.1820","112","532","GENE3D","1940339"
"YMR297W","Prc1p","PF00450","123","528","Pfam","1940340"
"YMR297W","Prc1p","PF05388","1","106","Pfam","1940341"
"YMR297W","Prc1p","PR00724","191","203","PRINTS","1940342"
"YMR297W","Prc1p","PR00724","204","214","PRINTS","1940343"
"YMR297W","Prc1p","PR00724","239","264","PRINTS","1940344"
"YMR297W","Prc1p","PR00724","498","511","PRINTS","1940345"
"YMR297W","Prc1p","PS00131","253","260","PROSITE","1940346"
"YMR297W","Prc1p","PS00560","498","515","PROSITE","1940347"
"YMR297W","Prc1p","PTHR11802","91","529","PANTHER","1940348"
"YMR297W","Prc1p","PTHR11802:SF163","91","529","PANTHER","1940349"
"YMR297W","Prc1p","SSF53474","114","528","SUPERFAMILY","1940350"
"YMR299C","Dyn3p","PF05783","159","251","Pfam","1978026"
"YMR300C","Ade4p","G3DSA:3.40.50.2020","283","452","GENE3D","1940970"
"YMR300C","Ade4p","G3DSA:3.60.20.10","2","244","GENE3D","1940971"
"YMR300C","Ade4p","MF_01931","1","470","HAMAP","1940972"
"YMR300C","Ade4p","PF00156","287","401","Pfam","1940973"
"YMR300C","Ade4p","PF13522","68","168","Pfam","1940974"
"YMR300C","Ade4p","PIRSF000485","1","487","PIRSF","1940975"
"YMR300C","Ade4p","PS51278","2","239","PROSITE","1940976"
"YMR300C","Ade4p","PTHR11907","1","495","PANTHER","1940977"
"YMR300C","Ade4p","PTHR11907:SF13","1","495","PANTHER","1940978"
"YMR300C","Ade4p","SSF53271","260","485","SUPERFAMILY","1940979"
"YMR300C","Ade4p","SSF56235","2","241","SUPERFAMILY","1940980"
"YMR300C","Ade4p","TIGR01134","2","470","TIGRFAM","1940981"
"YMR301C","Atm1p","G3DSA:1.20.1560.10","86","424","GENE3D","1965475"
"YMR301C","Atm1p","G3DSA:3.40.50.300","427","680","GENE3D","1965476"
"YMR301C","Atm1p","PF00005","452","601","Pfam","1965477"
"YMR301C","Atm1p","PF00664","112","389","Pfam","1965478"
"YMR301C","Atm1p","PS00211","573","587","PROSITE","1965479"
"YMR301C","Atm1p","PS50893","436","672","PROSITE","1965480"
"YMR301C","Atm1p","PS50929","112","401","PROSITE","1965481"
"YMR301C","Atm1p","PTHR24221","59","679","PANTHER","1965482"
"YMR301C","Atm1p","PTHR24221:SF281","59","679","PANTHER","1965483"
"YMR301C","Atm1p","SM00382","461","649","SMART","1965484"
"YMR301C","Atm1p","SSF52540","427","674","SUPERFAMILY","1965485"
"YMR301C","Atm1p","SSF90123","93","413","SUPERFAMILY","1965486"
"YMR302C","Yme2p","G3DSA:3.30.70.330","43","276","GENE3D","1955137"
"YMR302C","Yme2p","G3DSA:3.40.50.300","376","691","GENE3D","1955138"
"YMR302C","Yme2p","PF00076","200","266","Pfam","1955139"
"YMR302C","Yme2p","PF10443","364","814","Pfam","1955140"
"YMR302C","Yme2p","PTHR32198","13","850","PANTHER","1955141"
"YMR302C","Yme2p","SM00360","199","268","SMART","1955142"
"YMR302C","Yme2p","SSF54928","196","273","SUPERFAMILY","1955143"
"YMR303C","Adh2p","G3DSA:3.40.50.720","170","316","GENE3D","1940088"
"YMR303C","Adh2p","G3DSA:3.90.180.10","1","169","GENE3D","1940089"
"YMR303C","Adh2p","PF00107","182","310","Pfam","1940090"
"YMR303C","Adh2p","PF08240","31","137","Pfam","1940091"
"YMR303C","Adh2p","PS00059","66","80","PROSITE","1940092"
"YMR303C","Adh2p","PTHR42940","2","346","PANTHER","1940093"
"YMR303C","Adh2p","PTHR42940:SF3","2","346","PANTHER","1940094"
"YMR303C","Adh2p","SM00829","14","344","SMART","1940095"
"YMR303C","Adh2p","SSF50129","8","166","SUPERFAMILY","1940096"
"YMR303C","Adh2p","SSF51735","145","316","SUPERFAMILY","1940097"
"YMR304W","Ubp15p","G3DSA:2.60.210.10","20","188","GENE3D","1970340"
"YMR304W","Ubp15p","G3DSA:3.90.70.10","196","542","GENE3D","1970341"
"YMR304W","Ubp15p","PF00443","205","533","Pfam","1970342"
"YMR304W","Ubp15p","PF12436","649","936","Pfam","1970343"
"YMR304W","Ubp15p","PF14533","966","1217","Pfam","1970344"
"YMR304W","Ubp15p","PS00972","206","221","PROSITE","1970345"
"YMR304W","Ubp15p","PS00973","449","466","PROSITE","1970346"
"YMR304W","Ubp15p","PS50144","39","179","PROSITE","1970347"
"YMR304W","Ubp15p","PS50235","205","536","PROSITE","1970348"
"YMR304W","Ubp15p","PTHR24006","41","905","PANTHER","1970349"
"YMR304W","Ubp15p","PTHR24006:SF564","41","905","PANTHER","1970350"
"YMR304W","Ubp15p","SM00061","44","156","SMART","1970351"
"YMR304W","Ubp15p","SSF49599","40","190","SUPERFAMILY","1970352"
"YMR304W","Ubp15p","SSF54001","200","566","SUPERFAMILY","1970353"
"YMR305C","Scw10p","G3DSA:3.20.20.80","135","389","GENE3D","1978027"
"YMR305C","Scw10p","PF00332","250","389","Pfam","1978028"
"YMR305C","Scw10p","PS00587","320","333","PROSITE","1978029"
"YMR305C","Scw10p","PTHR16631","1","387","PANTHER","1978030"
"YMR305C","Scw10p","PTHR16631:SF19","1","387","PANTHER","1978031"
"YMR305C","Scw10p","SSF51445","129","389","SUPERFAMILY","1978032"
"YMR306W","Fks3p","PF02364","694","1540","Pfam","1978033"
"YMR306W","Fks3p","PF14288","182","290","Pfam","1978034"
"YMR306W","Fks3p","PTHR12741","1","1774","PANTHER","1978035"
"YMR306W","Fks3p","PTHR12741:SF31","1","1774","PANTHER","1978036"
"YMR306W","Fks3p","SM01205","180","293","SMART","1978037"
"YMR307W","Gas1p","G3DSA:3.20.20.80","19","336","GENE3D","1948866"
"YMR307W","Gas1p","PF03198","20","330","Pfam","1948867"
"YMR307W","Gas1p","PF07983","378","452","Pfam","1948868"
"YMR307W","Gas1p","PTHR31468","8","538","PANTHER","1948869"
"YMR307W","Gas1p","PTHR31468:SF14","8","538","PANTHER","1948870"
"YMR307W","Gas1p","SM00768","377","464","SMART","1948871"
"YMR307W","Gas1p","SSF51445","48","307","SUPERFAMILY","1948872"
"YMR308C","Pse1p","G3DSA:1.25.10.10","5","706","GENE3D","1953063"
"YMR308C","Pse1p","G3DSA:1.25.10.10","827","1088","GENE3D","1953064"
"YMR308C","Pse1p","PF13513","381","435","Pfam","1953065"
"YMR308C","Pse1p","PTHR10527","17","1043","PANTHER","1953066"
"YMR308C","Pse1p","PTHR10527:SF38","17","1043","PANTHER","1953067"
"YMR308C","Pse1p","SSF48371","11","638","SUPERFAMILY","1953068"
"YMR308C","Pse1p","SSF48371","673","731","SUPERFAMILY","1953069"
"YMR308C","Pse1p","SSF48371","822","932","SUPERFAMILY","1953070"
"YMR309C","Nip1p","G3DSA:1.10.10.10","704","786","GENE3D","1953807"
"YMR309C","Nip1p","MF_03002","46","812","HAMAP","1953808"
"YMR309C","Nip1p","PF01399","651","780","Pfam","1953809"
"YMR309C","Nip1p","PF05470","93","243","Pfam","1953810"
"YMR309C","Nip1p","PF05470","243","639","Pfam","1953811"
"YMR309C","Nip1p","PTHR13937","246","803","PANTHER","1953812"
"YMR309C","Nip1p","PTHR13937:SF4","246","803","PANTHER","1953813"
"YMR309C","Nip1p","SM00088","712","797","SMART","1953814"
"YMR309C","Nip1p","SM00753","712","797","SMART","1953815"
"YMR310C","Ymr310Cp","G3DSA:3.40.1280.10","15","317","GENE3D","1977951"
"YMR310C","Ymr310Cp","PF02598","20","313","Pfam","1977952"
"YMR310C","Ymr310Cp","PTHR12150","8","316","PANTHER","1977953"
"YMR310C","Ymr310Cp","SSF75217","19","136","SUPERFAMILY","1977954"
"YMR311C","Glc8p","PF04979","91","220","Pfam","1967054"
"YMR311C","Glc8p","PTHR12398","57","225","PANTHER","1967055"
"YMR311C","Glc8p","PTHR12398:SF27","57","225","PANTHER","1967056"
"YMR312W","Elp6p","PTHR16184","30","272","PANTHER","1977955"
"YMR313C","Tgl3p","G3DSA:3.40.1090.10","198","366","GENE3D","1965165"
"YMR313C","Tgl3p","PF01734","204","297","Pfam","1965166"
"YMR313C","Tgl3p","PF11815","70","194","Pfam","1965167"
"YMR313C","Tgl3p","PS51635","204","392","PROSITE","1965168"
"YMR313C","Tgl3p","PTHR14226","36","642","PANTHER","1965169"
"YMR313C","Tgl3p","PTHR14226:SF54","36","642","PANTHER","1965170"
"YMR313C","Tgl3p","SSF52151","200","446","SUPERFAMILY","1965171"
"YMR314W","Pre5p","G3DSA:3.60.20.10","2","234","GENE3D","1965146"
"YMR314W","Pre5p","PF00227","29","216","Pfam","1965147"
"YMR314W","Pre5p","PF10584","6","28","Pfam","1965148"
"YMR314W","Pre5p","PS00388","6","28","PROSITE","1965149"
"YMR314W","Pre5p","PS51475","21","234","PROSITE","1965150"
"YMR314W","Pre5p","PTHR11599","1","234","PANTHER","1965151"
"YMR314W","Pre5p","PTHR11599:SF93","1","234","PANTHER","1965152"
"YMR314W","Pre5p","SM00948","6","28","SMART","1965153"
"YMR314W","Pre5p","SSF56235","2","232","SUPERFAMILY","1965154"
"YMR315W","Ymr315Wp","G3DSA:3.30.360.10","146","349","GENE3D","1977956"
"YMR315W","Ymr315Wp","G3DSA:3.40.50.720","1","145","GENE3D","1977957"
"YMR315W","Ymr315Wp","PF01408","4","125","Pfam","1977958"
"YMR315W","Ymr315Wp","PF02894","139","249","Pfam","1977959"
"YMR315W","Ymr315Wp","PTHR42840","1","348","PANTHER","1977960"
"YMR315W","Ymr315Wp","PTHR42840:SF4","1","348","PANTHER","1977961"
"YMR315W","Ymr315Wp","SSF51735","3","152","SUPERFAMILY","1977962"
"YMR315W","Ymr315Wp","SSF55347","131","266","SUPERFAMILY","1977963"
"YMR318C","Adh6p","G3DSA:3.40.50.720","179","300","GENE3D","1977964"
"YMR318C","Adh6p","G3DSA:3.90.180.10","4","178","GENE3D","1977965"
"YMR318C","Adh6p","PF00107","190","315","Pfam","1977966"
"YMR318C","Adh6p","PF08240","34","149","Pfam","1977967"
"YMR318C","Adh6p","PS00059","67","81","PROSITE","1977968"
"YMR318C","Adh6p","PTHR42683","1","357","PANTHER","1977969"
"YMR318C","Adh6p","PTHR42683:SF7","1","357","PANTHER","1977970"
"YMR318C","Adh6p","SSF50129","7","185","SUPERFAMILY","1977971"
"YMR318C","Adh6p","SSF51735","154","320","SUPERFAMILY","1977972"
"YMR319C","Fet4p","PF04120","348","404","Pfam","1966744"
"YMR319C","Fet4p","PF04120","454","528","Pfam","1966745"
"YMR321C","Ymr321Cp","G3DSA:3.20.20.330","3","105","GENE3D","1977977"
"YMR321C","Ymr321Cp","PF02574","13","101","Pfam","1977978"
"YMR321C","Ymr321Cp","PS50970","1","101","PROSITE","1977979"
"YMR321C","Ymr321Cp","PTHR21091","4","103","PANTHER","1977980"
"YMR321C","Ymr321Cp","PTHR21091:SF140","4","103","PANTHER","1977981"
"YMR321C","Ymr321Cp","SSF82282","12","104","SUPERFAMILY","1977982"
"YMR322C","Sno4p","G3DSA:3.40.50.880","1","235","GENE3D","1977983"
"YMR322C","Sno4p","PTHR43824","1","236","PANTHER","1977984"
"YMR322C","Sno4p","PTHR43824:SF3","1","236","PANTHER","1977985"
"YMR322C","Sno4p","SSF52317","3","235","SUPERFAMILY","1977986"
"YMR323W","Err3p","G3DSA:3.20.20.120","128","437","GENE3D","1967231"
"YMR323W","Err3p","G3DSA:3.30.390.10","2","127","GENE3D","1967232"
"YMR323W","Err3p","MF_00318","1","420","HAMAP","1967233"
"YMR323W","Err3p","PF00113","145","432","Pfam","1967234"
"YMR323W","Err3p","PF03952","3","134","Pfam","1967235"
"YMR323W","Err3p","PIRSF001400","1","434","PIRSF","1967236"
"YMR323W","Err3p","PR00148","35","49","PRINTS","1967237"
"YMR323W","Err3p","PR00148","107","123","PRINTS","1967238"
"YMR323W","Err3p","PR00148","166","179","PRINTS","1967239"
"YMR323W","Err3p","PR00148","320","331","PRINTS","1967240"
"YMR323W","Err3p","PR00148","343","357","PRINTS","1967241"
"YMR323W","Err3p","PR00148","372","389","PRINTS","1967242"
"YMR323W","Err3p","PS00164","343","356","PROSITE","1967243"
"YMR323W","Err3p","PTHR11902","1","433","PANTHER","1967244"
"YMR323W","Err3p","PTHR11902:SF28","1","433","PANTHER","1967245"
"YMR323W","Err3p","SM01192","144","434","SMART","1967246"
"YMR323W","Err3p","SM01193","3","134","SMART","1967247"
"YMR323W","Err3p","SSF51604","145","432","SUPERFAMILY","1967248"
"YMR323W","Err3p","SSF54826","3","137","SUPERFAMILY","1967249"
"YMR323W","Err3p","TIGR01060","3","430","TIGRFAM","1967250"
"YMR324C","Ymr324Cp","PD007990","4","43","ProDom","1977987"
"YMR325W","Pau19p","PF00660","26","117","Pfam","1943962"
"YMR325W","Pau19p","PS00724","99","105","PROSITE","1943963"
"YMR325W","Pau19p","PTHR31002","1","124","PANTHER","1943964"
"YMR325W","Pau19p","PTHR31002:SF5","1","124","PANTHER","1943965"
"YMR326C","Ymr326Cp","PF04318","1","80","Pfam","1985126"
"YNL001W","Dom34p","G3DSA:3.30.1330.30","276","386","GENE3D","1955779"
"YNL001W","Dom34p","G3DSA:3.30.420.60","141","275","GENE3D","1955780"
"YNL001W","Dom34p","PF03463","1","134","Pfam","1955781"
"YNL001W","Dom34p","PF03464","142","274","Pfam","1955782"
"YNL001W","Dom34p","PF03465","278","376","Pfam","1955783"
"YNL001W","Dom34p","PTHR10853","1","385","PANTHER","1955784"
"YNL001W","Dom34p","SM01194","1","135","SMART","1955785"
"YNL001W","Dom34p","SSF159065","1","135","SUPERFAMILY","1955786"
"YNL001W","Dom34p","SSF53137","136","277","SUPERFAMILY","1955787"
"YNL001W","Dom34p","SSF55315","268","376","SUPERFAMILY","1955788"
"YNL001W","Dom34p","TIGR00111","4","376","TIGRFAM","1955789"
"YNL002C","Rlp7p","G3DSA:3.30.1390.20","141","255","GENE3D","1966428"
"YNL002C","Rlp7p","PF00327","142","194","Pfam","1966429"
"YNL002C","Rlp7p","PS00634","162","194","PROSITE","1966430"
"YNL002C","Rlp7p","PTHR11524","9","322","PANTHER","1966431"
"YNL002C","Rlp7p","PTHR11524:SF18","9","322","PANTHER","1966432"
"YNL002C","Rlp7p","SSF55129","141","285","SUPERFAMILY","1966433"
"YNL003C","Pet8p","G3DSA:1.50.40.10","1","39","GENE3D","1962301"
"YNL003C","Pet8p","G3DSA:1.50.40.10","40","272","GENE3D","1962302"
"YNL003C","Pet8p","PF00153","3","73","Pfam","1962303"
"YNL003C","Pet8p","PF00153","94","182","Pfam","1962304"
"YNL003C","Pet8p","PF00153","187","275","Pfam","1962305"
"YNL003C","Pet8p","PS50920","2","75","PROSITE","1962306"
"YNL003C","Pet8p","PS50920","92","178","PROSITE","1962307"
"YNL003C","Pet8p","PS50920","192","271","PROSITE","1962308"
"YNL003C","Pet8p","PTHR24089","5","272","PANTHER","1962309"
"YNL003C","Pet8p","PTHR24089:SF479","5","272","PANTHER","1962310"
"YNL003C","Pet8p","SSF103506","3","267","SUPERFAMILY","1962311"
"YNL004W","Hrb1p","G3DSA:3.30.70.330","151","255","GENE3D","1962312"
"YNL004W","Hrb1p","G3DSA:3.30.70.330","256","339","GENE3D","1962313"
"YNL004W","Hrb1p","G3DSA:3.30.70.330","340","453","GENE3D","1962314"
"YNL004W","Hrb1p","PF00076","163","230","Pfam","1962315"
"YNL004W","Hrb1p","PF00076","263","331","Pfam","1962316"
"YNL004W","Hrb1p","PF00076","378","446","Pfam","1962317"
"YNL004W","Hrb1p","PS50102","161","237","PROSITE","1962318"
"YNL004W","Hrb1p","PS50102","261","338","PROSITE","1962319"
"YNL004W","Hrb1p","PS50102","376","453","PROSITE","1962320"
"YNL004W","Hrb1p","PTHR23003","362","452","PANTHER","1962321"
"YNL004W","Hrb1p","PTHR23003:SF20","362","452","PANTHER","1962322"
"YNL004W","Hrb1p","SM00360","162","233","SMART","1962323"
"YNL004W","Hrb1p","SM00360","262","334","SMART","1962324"
"YNL004W","Hrb1p","SM00360","377","449","SMART","1962325"
"YNL004W","Hrb1p","SSF54928","160","334","SUPERFAMILY","1962326"
"YNL004W","Hrb1p","SSF54928","371","453","SUPERFAMILY","1962327"
"YNL005C","Mrp7p","G3DSA:2.40.50.100","46","111","GENE3D","1945537"
"YNL005C","Mrp7p","PD003114","54","97","ProDom","1945538"
"YNL005C","Mrp7p","PF01016","28","109","Pfam","1945539"
"YNL005C","Mrp7p","PR00063","30","54","PRINTS","1945540"
"YNL005C","Mrp7p","PR00063","55","79","PRINTS","1945541"
"YNL005C","Mrp7p","PR00063","80","104","PRINTS","1945542"
"YNL005C","Mrp7p","PS00831","60","74","PROSITE","1945543"
"YNL005C","Mrp7p","PTHR15893","5","364","PANTHER","1945544"
"YNL005C","Mrp7p","SSF110324","28","104","SUPERFAMILY","1945545"
"YNL005C","Mrp7p","TIGR00062","27","109","TIGRFAM","1945546"
"YNL006W","Lst8p","G3DSA:1.10.10.670","101","161","GENE3D","1966814"
"YNL006W","Lst8p","G3DSA:1.10.10.670","233","300","GENE3D","1966815"
"YNL006W","Lst8p","G3DSA:2.140.10.10","1","79","GENE3D","1966816"
"YNL006W","Lst8p","G3DSA:2.80.10.50","80","100","GENE3D","1966817"
"YNL006W","Lst8p","G3DSA:2.80.10.50","162","232","GENE3D","1966818"
"YNL006W","Lst8p","PF00400","66","103","Pfam","1966819"
"YNL006W","Lst8p","PF00400","114","144","Pfam","1966820"
"YNL006W","Lst8p","PF00400","198","235","Pfam","1966821"
"YNL006W","Lst8p","PF00400","242","278","Pfam","1966822"
"YNL006W","Lst8p","PR00320","90","104","PRINTS","1966823"
"YNL006W","Lst8p","PR00320","222","236","PRINTS","1966824"
"YNL006W","Lst8p","PR00320","265","279","PRINTS","1966825"
"YNL006W","Lst8p","PS00678","5","19","PROSITE","1966826"
"YNL006W","Lst8p","PS00678","90","104","PROSITE","1966827"
"YNL006W","Lst8p","PS00678","131","145","PROSITE","1966828"
"YNL006W","Lst8p","PS00678","265","279","PROSITE","1966829"
"YNL006W","Lst8p","PS50082","1","27","PROSITE","1966830"
"YNL006W","Lst8p","PS50082","71","112","PROSITE","1966831"
"YNL006W","Lst8p","PS50082","112","153","PROSITE","1966832"
"YNL006W","Lst8p","PS50082","203","244","PROSITE","1966833"
"YNL006W","Lst8p","PS50082","246","287","PROSITE","1966834"
"YNL006W","Lst8p","PS50294","1","303","PROSITE","1966835"
"YNL006W","Lst8p","PTHR19842","1","302","PANTHER","1966836"
"YNL006W","Lst8p","PTHR19842:SF4","1","302","PANTHER","1966837"
"YNL006W","Lst8p","SM00320","21","59","SMART","1966838"
"YNL006W","Lst8p","SM00320","64","103","SMART","1966839"
"YNL006W","Lst8p","SM00320","106","144","SMART","1966840"
"YNL006W","Lst8p","SM00320","147","187","SMART","1966841"
"YNL006W","Lst8p","SM00320","196","235","SMART","1966842"
"YNL006W","Lst8p","SM00320","239","278","SMART","1966843"
"YNL006W","Lst8p","SSF50978","5","299","SUPERFAMILY","1966844"
"YNL007C","Sis1p","G3DSA:1.10.287.110","2","129","GENE3D","1950102"
"YNL007C","Sis1p","G3DSA:2.60.260.20","170","256","GENE3D","1950103"
"YNL007C","Sis1p","G3DSA:2.60.260.20","257","351","GENE3D","1950104"
"YNL007C","Sis1p","PF00226","7","65","Pfam","1950105"
"YNL007C","Sis1p","PF01556","182","337","Pfam","1950106"
"YNL007C","Sis1p","PR00625","8","26","PRINTS","1950107"
"YNL007C","Sis1p","PR00625","40","60","PRINTS","1950108"
"YNL007C","Sis1p","PR00625","60","79","PRINTS","1950109"
"YNL007C","Sis1p","PS00636","45","64","PROSITE","1950110"
"YNL007C","Sis1p","PS50076","6","68","PROSITE","1950111"
"YNL007C","Sis1p","PTHR24078","1","349","PANTHER","1950112"
"YNL007C","Sis1p","PTHR24078:SF448","1","349","PANTHER","1950113"
"YNL007C","Sis1p","SM00271","5","60","SMART","1950114"
"YNL007C","Sis1p","SSF46565","2","102","SUPERFAMILY","1950115"
"YNL007C","Sis1p","SSF49493","182","259","SUPERFAMILY","1950116"
"YNL007C","Sis1p","SSF49493","261","346","SUPERFAMILY","1950117"
"YNL008C","Asi3p","G3DSA:1.10.1170.10","308","675","GENE3D","1973882"
"YNL008C","Asi3p","PF13920","622","668","Pfam","1973883"
"YNL008C","Asi3p","PTHR12183","172","675","PANTHER","1973884"
"YNL008C","Asi3p","PTHR12183:SF29","172","675","PANTHER","1973885"
"YNL009W","Idp3p","G3DSA:3.40.718.10","1","414","GENE3D","1973873"
"YNL009W","Idp3p","PF00180","5","399","Pfam","1973874"
"YNL009W","Idp3p","PIRSF000108","1","410","PIRSF","1973875"
"YNL009W","Idp3p","PS00470","271","290","PROSITE","1973876"
"YNL009W","Idp3p","PTHR11822","1","415","PANTHER","1973877"
"YNL009W","Idp3p","PTHR11822:SF13","1","415","PANTHER","1973878"
"YNL009W","Idp3p","SM01329","9","399","SMART","1973879"
"YNL009W","Idp3p","SSF53659","1","407","SUPERFAMILY","1973880"
"YNL009W","Idp3p","TIGR00127","2","406","TIGRFAM","1973881"
"YNL010W","Ynl010Wp","G3DSA:3.40.50.1000","2","204","GENE3D","1973866"
"YNL010W","Ynl010Wp","PF12710","6","188","Pfam","1973867"
"YNL010W","Ynl010Wp","PTHR32440","3","229","PANTHER","1973868"
"YNL010W","Ynl010Wp","PTHR32440:SF14","3","229","PANTHER","1973869"
"YNL010W","Ynl010Wp","SSF56784","4","228","SUPERFAMILY","1973870"
"YNL010W","Ynl010Wp","TIGR01488","5","189","TIGRFAM","1973871"
"YNL010W","Ynl010Wp","TIGR01489","4","196","TIGRFAM","1973872"
"YNL011C","Ynl011Cp","G3DSA:3.40.50.10680","133","440","GENE3D","1973860"
"YNL011C","Ynl011Cp","PF01933","3","429","Pfam","1973861"
"YNL011C","Ynl011Cp","PTHR31240","2","434","PANTHER","1973862"
"YNL011C","Ynl011Cp","SSF142338","1","82","SUPERFAMILY","1973863"
"YNL011C","Ynl011Cp","SSF142338","133","204","SUPERFAMILY","1973864"
"YNL011C","Ynl011Cp","SSF142338","273","422","SUPERFAMILY","1973865"
"YNL012W","Spo1p","G3DSA:3.40.1090.10","26","598","GENE3D","1972476"
"YNL012W","Spo1p","PF01735","84","175","Pfam","1972477"
"YNL012W","Spo1p","PF01735","242","630","Pfam","1972478"
"YNL012W","Spo1p","PS51210","24","631","PROSITE","1972479"
"YNL012W","Spo1p","PTHR10728","1","630","PANTHER","1972480"
"YNL012W","Spo1p","PTHR10728:SF47","1","630","PANTHER","1972481"
"YNL012W","Spo1p","SM00022","5","631","SMART","1972482"
"YNL012W","Spo1p","SSF52151","30","136","SUPERFAMILY","1972483"
"YNL012W","Spo1p","SSF52151","224","606","SUPERFAMILY","1972484"
"YNL014W","Hef3p","G3DSA:1.25.10.10","1","416","GENE3D","1973836"
"YNL014W","Hef3p","G3DSA:3.40.50.300","419","637","GENE3D","1973837"
"YNL014W","Hef3p","G3DSA:3.40.50.300","656","978","GENE3D","1973838"
"YNL014W","Hef3p","PF00005","446","572","Pfam","1973839"
"YNL014W","Hef3p","PF00005","685","925","Pfam","1973840"
"YNL014W","Hef3p","PS00211","544","558","PROSITE","1973841"
"YNL014W","Hef3p","PS00211","897","911","PROSITE","1973842"
"YNL014W","Hef3p","PS50077","171","209","PROSITE","1973843"
"YNL014W","Hef3p","PS50893","426","641","PROSITE","1973844"
"YNL014W","Hef3p","PS50893","667","993","PROSITE","1973845"
"YNL014W","Hef3p","PTHR19211","160","1033","PANTHER","1973846"
"YNL014W","Hef3p","PTHR19211:SF69","160","1033","PANTHER","1973847"
"YNL014W","Hef3p","SM00382","455","616","SMART","1973848"
"YNL014W","Hef3p","SM00382","693","970","SMART","1973849"
